|diff|    p a b ord est
  102155140222   15864821293247056051 2939348027718299039 14028577944438707503 15864821289187558274 15864821391342698496
  64500990240   10853153870758888823 9459144320685947194 2309040028645862467 10853153868950339296 10853153933451329536
  540912748452   10244618765529318193 6007869528366036670 5912292971409744140 10244618768855173028 10244618227942424576
  323338701479   9311254131087994517 8957073087919282812 5003068310050759236 9311254125578357415 9311253802239655936
  444642051890   16234381095079106549 16224186743700965579 1004426934352747286 16234381098447321294 16234381543089373184
  214413798672   14088963665772293653 9155861958458146215 13286570768728581499 14088963663024165616 14088963877437964288
  522947717872   9885134526933815531 1316591183008966098 4579307112233697864 9885134523700407024 9885134000752689152
  138549614498   12713856217350507151 3456281491750691535 10201826167972877934 12713856223075412062 12713856361625026560
  57800412389   15607661078029699583 13132166047611931558 9858888524729860659 15607661072569093349 15607661014768680960
  338135145144   12112309494581612873 4218881666656153095 9717461026008592487 12112309490157411000 12112309152022265856
  268116630112   13033920624143999471 3228828703850418471 10229227733211126722 13033920629819106720 13033920897935736832
  438755763064   16953187929745392769 8495814511151000761 5073989868133392598 16953187930503797896 16953188369259560960
  284814074940   14411815958472078997 2896417366197847361 7297562557523649555 14411815960539161660 14411815675725086720
  257216188700   11607368080368439439 9212297711163991551 3245452384436062011 11607368075354599140 11607368332570787840
  60711715354   10503243098120505119 4792869486427830591 6275027245350048866 10503243093292924390 10503243154004639744
  411655421285   10593964552207326709 8971395411061581450 7245752282988274148 10593964546268643995 10593964957924065280
  414288200575   13230734995492326359 1428397407303436478 5317279805861725277 13230734993107469183 13230734578819268608
  181232846283   18421391713021734391 9265718457087365437 6779180262740978604 18421391715829138891 18421391534596292608
  63431456122   9832618095332593909 6394362890706234581 2318437580315606190 9832618090306680186 9832618026875224064
  184542258828   13454922983223208339 8423374228393418356 8548367478232933673 13454922985241798284 13454922800699539456
  22494165842   9348923094686175467 7542192360885873780 5548416404471637308 9348923093101427538 9348923070607261696
  236826208882   13495119608884728863 12037453518859425293 5371134461126175603 13495119609473193358 13495119846299402240
  63351358461   15656491366711448923 2623735561465015896 6945897883303396066 15656491362318482435 15656491425669840896
  11066376198   17142798065708655829 4197100467567926604 5597124523826664454 17142798061024280582 17142798049957904384
  64789633242   15478636562693843863 1630554705382529147 1322375256760872903 15478636558994417446 15478636623784050688
  131579575433   14445565316968428403 1605808689018293133 6758825867172864597 14445565316719246473 14445565185139671040
  289129233240   15580055858470302679 14511078763778696979 9239469566113209772 15580055865459342168 15580055576330108928
  393210594342   17564792109494069603 13400577027339255760 272255294931516066 17564792105420555302 17564791712209960960
  100317682480   10074382938043264663 8976771733620515590 5747939709962380801 10074382941319439568 10074383041637122048
  452251483770   12084388803889525577 6934191370828778835 8650838390884684296 12084388801006666118 12084389253258149888
  471304327567   12019900068859319251 1460868236030506330 6000870946242211661 12019900069058531727 12019899597754204160
  160159259518   17273222274890677399 8041360348150001663 11972826556119366228 17273222279403953022 17273222119244693504
  60223568437   12158325971036342533 10400092619721199406 5037329768111829374 12158325972891515445 12158325912667947008
  402035466114   16685092650297153791 1114832860290214510 3520904666359892077 16685092652071149442 16685092250035683328
  295762946239   18422077328188846217 7860428987127846613 11830071289943969422 18422077334089078593 18422077629852024832
  35975401662   17600500514637847997 1903970999238357638 15863767798982818619 17600500515369840450 17600500551345242112
  202835796308   11151437342387467523 4899559274136372166 10804051761197043977 11151437347251593556 11151437144415797248
  108048099152   18308269268142358433 12391897971345364985 12677798901360302067 18308269272236087472 18308269380284186624
  523531873970   14647177660447280191 2458117462349830236 13665735926130175580 14647177658298691250 14647177134766817280
  279603595747   13553550371803388561 5194360574934218071 2248685207033993151 13553550372826270179 13553550093222674432
  395296663072   16412037729739827283 8023053915464483746 1273004243118111098 16412037728667199008 16412037333370535936
  497195435086   15420869988786048257 8632195957999197929 13513112698789329239 15420869984688520114 15420870481883955200
  197494678530   9290257331292996089 3935141886713186320 410082092803310860 9290257330700966910 9290257528195645440
  422997545075   17756585703884510603 14086676646730490908 6889961252420252825 17756585699515150221 17756586122512695296
  353026856957   10902588327397753631 3839125566922525591 3381943707733104506 10902588329262995453 10902587976236138496
  273409228506   16564628937133413133 14424403247115532776 10336959177231492841 16564628929994145498 16564628656584916992
  124035896637   11477115669650584159 9318201058579456535 10614439295164644785 11477115663062035139 11477115787097931776
  20513822314   10486465728146317753 2987863418287752702 9259379083380541243 10486465726590228074 10486465706076405760
  103706073114   9538894387481862311 2123190656015866377 5678429222727332623 9538894386925070310 9538894490631143424
  347730980608   12354139786536625969 6106254039524911482 3804103092487330702 12354139789750849792 12354140137481830400
  529843140423   12028213570023492631 8837956230279669981 6665409480664909916 12028213574840305849 12028214104683446272
  191016304483   14863677386499938329 11881171000228628552 1235322810394798419 14863677380329373853 14863677571345678336
  82280758886   17381052241984575583 14235692343778342667 16275150793115459025 17381052241811554714 17381052324092313600
  339599413059   11372324287394903821 8792057235329405234 2419520982833583170 11372324292790071485 11372324632389484544
  416313903169   10957641208762135159 1457899504621512042 5769221342707234670 10957641206636607423 10957641622950510592
  541825824317   11459167899329508329 9011489772959677494 9434815708168298124 11459167901111940669 11459167359286116352
  282006906518   12664558942840531147 9287409025848708903 5626659965221055533 12664558940288968342 12664558658282061824
  288880774576   14653121903224888051 3854447151507610361 12462856231341968707 14653121905257427536 14653122194138202112
  196823999262   17246623642512031903 14324375754291581507 12758275155515455445 17246623636633165026 17246623833457164288
  400590402004   17319516660741491381 10602947290726834234 9036289847021901165 17319516655741799980 17319517056332201984
  244131563985   13126784301880553797 7482844827004034149 1701673915613497334 13126784306374506031 13126784550506070016
  520623078717   13058236071540681107 12781207229929592325 7311687808052239686 13058236076960924355 13058236597584003072
  220650720456   13642921915183868207 8949304154803098085 11206937025709453296 13642921917513911496 13642921696863191040
  41046213815   15151332863227199231 5038871839227055846 9022563625555286146 15151332861869849417 15151332902916063232
  433545420390   14627038914153362363 10765399745136107057 203183075482313273 14627038913337892454 14627038479792472064
  137806877096   11035382728358462687 9176410879727157439 506158663464096333 11035382730399289768 11035382592592412672
  419102546845   18414539797149344039 1639564471289893416 11401912977927393177 18414539797234539421 18414539378131992576
  291924875824   15709682212094282063 288293584110330261 11684686438289396853 15709682207761884624 15709682499686760448
  508699463858   10651798673672241271 10064475674568886487 4232605014489610390 10651798678732918962 10651798170033455104
  343232197292   17079333901062760121 13738216242933183258 12393621647237436303 17079333895570476372 17079334238802673664
  294987528901   17465674337923231333 8776580315973621252 11064519877997319306 17465674332488366789 17465674037500837888
